mot,nom,count,occ_mot,occ_nom,p_nom_si_mot,p_mot_si_nom,pmi
train,Lauraine,3,7462,6570,0.00040203698740284106,0.00045662100456621003,-0.6997555797741892
compagnie,Evrard,3,41266,5726,7.269907429845393e-05,0.0005239259517988125,-2.968709215960066
compagnie,Fiévet,3,41266,905,7.269907429845393e-05,0.0033149171270718232,-0.30717124293128034
lit,Maurel,3,4519,2288,0.0006638636866563399,0.0013111888111888112,1.54560954180289
compagnie,Ferri,3,41266,2659,7.269907429845393e-05,0.0011282437006393381,-1.8620653228183803
levée,Bavoux,3,5853,625,0.0005125576627370579,0.0048,3.044595777372651
levée,Bassetière,3,5853,2289,0.0005125576627370579,0.001310615989515072,1.1718064093664136
levée,Barrière,3,5853,1786,0.0005125576627370579,0.0016797312430011197,1.5297917918008774
capacité,Massé,3,2638,4788,0.0011372251705837756,0.0006265664160401002,1.256832434057236
train,Maillard,3,7462,2662,0.00040203698740284106,0.0011269722013523666,0.6036272195236111
capacité,Massabuau,3,2638,5833,0.0011372251705837756,0.0005143151037202125,0.9720175121869734
train,Malvy,3,7462,4353,0.00040203698740284106,0.0006891798759476223,-0.10587222935239758
compagnie,Fairé,3,41266,1814,7.269907429845393e-05,0.0016538037486218302,-1.3103560014892353
train,Leydet,3,7462,5874,0.00040203698740284106,0.0005107252298263534,-0.5382054748893481
capacité,Maze,3,2638,1143,0.0011372251705837756,0.0026246719160104987,3.32343018278626
capacité,Lesaché,3,2638,2513,0.0011372251705837756,0.001193792280143255,2.186844915120083
compagnie,Eloi,3,41266,159,7.269907429845393e-05,0.018867924528301886,2.201719783754932
capacité,Lugol,3,2638,3328,0.0011372251705837756,0.0009014423076923077,1.781600152859646
train,Marteau,3,7462,116,0.00040203698740284106,0.02586206896551724,5.123941080307931
port,Disleau,3,15903,4842,0.00018864365214110544,0.0006195786864931846,-1.3511299697405827
port,Doyen,3,15903,487,0.00018864365214110544,0.006160164271047228,1.9624794321760115
port,Drivet,3,15903,2015,0.00018864365214110544,0.001488833746898263,-0.08630672915697597
levée,Berniolle,3,5853,1008,0.0005125576627370579,0.002976190476190476,2.3550282334221837
lit,Manaut,3,4519,1894,0.0006638636866563399,0.0015839493136219642,1.8182602631128943
levée,Bepmale,3,5853,3079,0.0005125576627370579,0.000974342318934719,0.7440620048772831
levée,Bellot,3,5853,660,0.0005125576627370579,0.004545454545454545,2.9659859426762845
compagnie,Eynac,3,41266,1895,7.269907429845393e-05,0.0015831134564643799,-1.373379394019167
ports,Dion,3,14155,5292,0.00021193924408336278,0.0005668934240362812,-1.3113527548195034
ports,Després,3,14155,1853,0.00021193924408336278,0.0016189962223421479,0.2025974254319078
lit,Mayéras,3,4519,2257,0.0006638636866563399,0.001329198050509526,1.5652901753894433
lit,Merlin,3,4519,1774,0.0006638636866563399,0.0016910935738444193,1.9126905842802155
ports,Dethou,3,14155,2170,0.00021193924408336278,0.0013824884792626728,-0.025234735872668237
lit,Mesnildot,3,4519,938,0.0006638636866563399,0.0031982942430703624,2.8320367660659027
ports,Desjardins,3,14155,7742,0.00021193924408336278,0.00038749677086024286,-1.8602460008331376
capacité,Laguerre,3,2638,5993,0.0011372251705837756,0.0005005840146837978,0.9329772124303081
levée,Barbedette,3,5853,594,0.0005125576627370579,0.005050505050505051,3.1179890361213345
capacité,Laniel,3,2638,7512,0.0011372251705837756,0.00039936102236421724,0.6070585233469636
capacité,Lauraine,3,2638,6570,0.0011372251705837756,0.00045662100456621003,0.8003622157910462
levée,Balanant,3,5853,3588,0.0005125576627370579,0.0008361204013377926,0.523343982002839
lit,Massé,3,4519,4788,0.0006638636866563399,0.0006265664160401002,0.4802734416377775
train,Loriot,3,7462,5078,0.00040203698740284106,0.0005907837731390311,-0.32812260421200296
capacité,Mahieu,3,2638,3249,0.0011372251705837756,0.0009233610341643582,1.8162598426712548
capacité,Magallon,3,2638,1369,0.0011372251705837756,0.002191380569758948,3.0631331397428383
compagnie,Froment,3,41266,1475,7.269907429845393e-05,0.002033898305084746,-1.0118965000972786
capacité,Madier,3,2638,2980,0.0011372251705837756,0.0010067114093959733,1.940943255651214
travaux publics,Audiffret-Pasquier,3,50480,613,5.942947702060222e-05,0.004893964110929853,-0.0358988333084099
travaux publics,Aumale,3,50480,171,5.942947702060222e-05,0.017543859649122806,1.8059919154964736
travaux publics,Aulan,3,50480,1412,5.942947702060222e-05,0.002124645892351275,-1.2396799428888088
compagnie,Florent,3,41266,2615,7.269907429845393e-05,0.001147227533460803,-1.8379924920950164
compagnie,Folleville,3,41266,2722,7.269907429845393e-05,0.0011021307861866275,-1.8958486124647074
travaux publics,Auray,3,50480,1777,5.942947702060222e-05,0.0016882386043894203,-1.5713835356463064
lit,Marty,3,4519,3802,0.0006638636866563399,0.0007890583903208837,0.8129380619327273
train,Lévy,3,7462,1724,0.00040203698740284106,0.0017401392111368909,1.2303780163464049
capacité,Lefèvre,3,2638,12519,0.0011372251705837756,0.00023963575365444525,-0.12979183498381333
marché,Marcellot,3,18427,786,0.00016280458023552397,0.003816793893129771,1.0593496257186603
économie,Delafosse,3,10667,8503,0.0002812412112121496,0.0003528166529460191,-1.5873543697663943
réseau,Dussaussoy,3,17187,3805,0.00017455053237912376,0.0007884362680683311,-1.1154421412919788
eaux,Grenier,3,11255,791,0.0002665482007996446,0.0037926675094816687,1.7614563994379728
réseau,Durre,3,17187,2270,0.00017455053237912376,0.0013215859030837004,-0.3702379850793485
voiture,Baudry,3,1774,12533,0.0016910935738444193,0.00023936806829968882,0.4410342552792154
rachat,Poisson,3,6357,2522,0.00047192071731949034,0.0011895321173671688,0.9127857868307372
débouché,Vilers,3,688,4128,0.00436046511627907,0.0007267441860465116,3.409776710126931
débouché,Vignes,3,688,1388,0.00436046511627907,0.002161383285302594,4.982212112971924
eaux,Goust,3,11255,1416,0.0002665482007996446,0.00211864406779661,0.9213847338277675
débouché,Vieille,3,688,3670,0.00436046511627907,0.0008174386920980927,3.5794396178196095
débouché,Voisin,3,688,2568,0.00436046511627907,0.0011682242990654205,4.094574478427882
rachat,Pie,3,6357,815,0.00047192071731949034,0.0036809815950920245,2.542482098040517
économie,Daynaud,3,10667,2526,0.0002812412112121496,0.0011876484560570072,0.16376292900819817
eaux,Gouzy,3,11255,3428,0.0002665482007996446,0.0008751458576429405,-0.354161110201735
double voie,Février,3,176,28173,0.017045454545454544,0.00010648493238206793,2.605811524888846
eaux,Gheusi,3,11255,2774,0.0002665482007996446,0.0010814708002883922,-0.04876178841283782
eaux,Gerville-Réache,3,11255,4957,0.0002665482007996446,0.0006052047609441194,-0.8862612595595619
expédition,Bos,3,6055,3313,0.000495458298926507,0.0009055236945366737,0.5894349875895774
rachat,Perier,3,6357,5060,0.00047192071731949034,0.0005928853754940712,-0.0917833224227155
approvisionnement,Hérault,3,1896,6717,0.0015822784810126582,0.00044662795891022776,1.24492415778027
frais,Causeret,3,37259,812,8.05174588689981e-05,0.003694581280788177,-0.003368530568627893
eaux,Goblet,3,11255,5800,0.0002665482007996446,0.0005172413793103448,-1.1128469009915318
rail,Péret,3,456,6033,0.006578947368421052,0.0004972650422675286,3.455718839061033
approvisionnement,Géo-Gérald,3,1896,2834,0.0015822784810126582,0.001058574453069866,2.4899014284360055
avantage,Chavoix,3,9943,6801,0.00030171980287639546,0.0004411116012351125,-1.1637279480036231
eaux,Gaillard,3,11255,9922,0.0002665482007996446,0.0003023583954847813,-1.8874249579819133
quai,Quesnel,3,2057,2361,0.0014584346135148275,0.0012706480304955528,2.6357603154987066
quai,Quilbeuf,3,2057,3561,0.0014584346135148275,0.0008424599831508003,2.042875921364286
eaux,Gaffier,3,11255,2943,0.0002665482007996446,0.0010193679918450561,-0.13408154302963007
bassin,Chevillon,3,2715,3883,0.0011049723756906078,0.0007725985063095545,1.5175762456520814
rachat,Pins,3,6357,2496,0.00047192071731949034,0.001201923076923077,0.9277361282967086
eaux,Girou,3,11255,1518,0.0002665482007996446,0.001976284584980237,0.8210342084952985
navigation,Compère-Morel,3,9229,5109,0.0003250623036081916,0.0005871990604815032,-0.6435151192245363
eau,Lanel,3,14658,414,0.00020466639377814163,0.007246376811594203,2.3143811137645454
quai,Puineuf,3,2057,1468,0.0014584346135148275,0.0020435967302452314,3.3213063888841363
navigation,Sempé,3,9229,662,0.0003250623036081916,0.004531722054380665,2.3046226943679446
eau,Landry,3,14658,4830,0.00020466639377814163,0.0006211180124223603,-1.2299394024592651
quai,Périvier,3,2057,776,0.0014584346135148275,0.003865979381443299,4.241029799540222
économie,Lamazière,3,10667,1931,0.0002812412112121496,0.0015535991714137752,0.5512694038451003
marché,Marx,3,18427,257,0.00016280458023552397,0.011673151750972763,2.6721105787833888
quai,Pédoya,3,2057,1780,0.0014584346135148275,0.0016853932584269663,3.043281115873589
réseau,Elissagaray,3,17187,1941,0.00017455053237912376,0.0015455950540958269,-0.14434580561473473
rivalité,Delafosse,3,331,8503,0.00906344410876133,0.0003528166529460191,3.4228250908829208
réseau,Estournelles,3,17187,3079,0.00017455053237912376,0.000974342318934719,-0.8100075549458884
exploitation,Lassalle,3,23160,3148,0.00012953367875647668,0.0009529860228716646,-1.2722987381318023
exploitation,Lasserre,3,23160,5398,0.00012953367875647668,0.0005557613931085587,-2.050288174091168
exploitation,Larquier,3,23160,2893,0.00012953367875647668,0.0010369858278603526,-1.1504295205539157
réseau,Fallières,3,17187,3147,0.00017455053237912376,0.0009532888465204957,-0.841522866199495
eaux,Graux,3,11255,4818,0.0002665482007996446,0.0006226650062266501,-0.8452283943277058
économie,Laisant,3,10667,3250,0.0002812412112121496,0.0009230769230769231,-0.19982215000742884
débouché,Thomson,3,688,12843,0.00436046511627907,0.000233590282644242,1.7723093446321092
débouché,Rouvier,3,688,9494,0.00436046511627907,0.00031598904571308195,2.2082036311207527
eaux,Guesde,3,11255,6615,0.0002665482007996446,0.00045351473922902497,-1.3025351572552744
marché,Marion,3,18427,827,0.00016280458023552397,0.0036275695284159614,0.9859916088059923
débouché,Ramel,3,688,10325,0.00436046511627907,0.00029055690072639226,2.087149804356015
réseau,Escudier,3,17187,3165,0.00017455053237912376,0.0009478672985781991,-0.8497511872167749
débouché,Raoul,3,688,13602,0.00436046511627907,0.00022055580061755624,1.6894727890882428
rachat,Poincaré,3,6357,7439,0.00047192071731949034,0.00040328001075413364,-0.6477546351798656
marché,Marie,3,18427,2446,0.00016280458023552397,0.0012264922322158627,-0.5784735605501199
eaux,Gruet,3,11255,2937,0.0002665482007996446,0.0010214504596527069,-0.13113726641408643
exploitation,Lecourtier,3,23160,620,0.00012953367875647668,0.004838709677419355,1.0717966821014464
exploitation,Lamarzelle,3,23160,2378,0.00012953367875647668,0.001261564339781329,-0.8676119123699719
exploitation,Laloge,3,23160,1381,0.00012953367875647668,0.002172338884866039,-0.08357651688236702
économie,Lalande,3,10667,1685,0.0002812412112121496,0.0017804154302670622,0.7478689767265296
eaux,Guernier,3,11255,4168,0.0002665482007996446,0.0007197696737044146,-0.6361492783677434
mouillage,Delaune,3,822,2914,0.0036496350364963502,0.001029512697323267,3.6554889745060875
régularisation,Breton,3,1373,13905,0.0021849963583394027,0.0002157497303128371,0.6608366858711331
navire,Galot,3,5536,2188,0.000541907514450867,0.0013711151736745886,1.3172434698230018
maritime,Castelnau,3,8890,5099,0.0003374578177727784,0.000588350656991567,-0.5866976060934087
eau,Laval,3,14658,2178,0.00020466639377814163,0.0013774104683195593,-0.08092016745303646
navire,Garat,3,5536,1988,0.000541907514450867,0.0015090543259557343,1.455538451053272
débâcle,Sens,3,88,30617,0.03409090909090909,9.798477969755365e-05,3.48579179445837
navire,Freppel,3,5536,5424,0.000541907514450867,0.0005530973451327434,0.007499029479214431
maritime,Casse,3,8890,2204,0.0003374578177727784,0.0013611615245009074,0.6233925079639928
eaux,Gavoty,3,11255,1276,0.0002665482007996446,0.0023510971786833857,1.0715776701458954
bassin,Charpentier,3,2715,5538,0.0011049723756906078,0.0005417118093174431,1.0053828991936287
bassin,Charruyer,3,2715,3465,0.0011049723756906078,0.0008658008658008658,1.6818926005359829
maritime,Cassagnac,3,8890,7940,0.0003374578177727784,0.0003778337531486146,-1.2256222754951696
mouillage,Dubief,3,822,5320,0.0036496350364963502,0.0005639097744360903,2.787063606182048
eaux,Gellé,3,11255,3459,0.0002665482007996446,0.0008673026886383347,-0.3671490144621632
frais,Caduc,3,37259,751,8.05174588689981e-05,0.0039946737683089215,0.10929828910227667
voiture,Boucher,3,1774,7779,0.0016910935738444193,0.0003856536829926726,1.129109434376768
voiture,Bouquet,3,1774,319,0.0016910935738444193,0.009404388714733543,5.73706581218635
navigation,Lafarge,3,9229,1596,0.0003250623036081916,0.0018796992481203006,1.0350651649528166
débâcle,Emile,3,88,58742,0.03409090909090909,5.107078410677199e-05,2.5457323358552486
rail,Reibel,3,456,976,0.006578947368421052,0.0030737704918032786,6.083641368524655
débâcle,Esprit,3,88,30501,0.03409090909090909,9.83574309039048e-05,3.491268178688679
réseau,Develle,3,17187,4453,0.00017455053237912376,0.0006737031214911295,-1.3423232993439749
réseau,Deléglise,3,17187,2996,0.00017455053237912376,0.0010013351134846463,-0.7705833113598223
rail,Reille,3,456,14889,0.006578947368421052,0.00020149103364900262,2.152419466069265
exploitation,Leveillé,3,23160,1362,0.00012953367875647668,0.0022026431718061676,-0.06358990063638728
bassin,Cantagrel,3,2715,1375,0.0011049723756906078,0.002181818181818182,3.0153163342611746
réseau,Denise,3,17187,2026,0.00017455053237912376,0.0014807502467917078,-0.20617986170220928
maritime,Cavaignac,3,8890,7022,0.0003374578177727784,0.0004272287097692965,-1.0483652643456045
réseau,Denys,3,17187,7807,0.00017455053237912376,0.00038427052645062125,-2.152313957237206
eaux,Ganault,3,11255,3415,0.0002665482007996446,0.0008784773060029283,-0.348679579266688
régularisation,Bois,3,1373,13344,0.0021849963583394027,0.0002248201438848921,0.7202492366605188
voiture,Bourgier,3,1774,761,0.0016910935738444193,0.003942181340341655,4.482725782447673
eaux,Genest,3,11255,12,0.0002665482007996446,0.25,7.804027783189609
expédition,Bourdonnaye,3,6055,4444,0.000495458298926507,0.0006750675067506751,0.16571437428149968
voiture,Barillet,3,1774,1346,0.0016910935738444193,0.002228826151560178,3.6600157313409016
réseau,Douville-Maillefeu,3,17187,3030,0.00017455053237912376,0.0009900990099009901,-0.7868634812613844
voiture,Augé,3,1774,7547,0.0016910935738444193,0.00039750894395123893,1.1727908670812142
expédition,Bouisson,3,6055,8396,0.000495458298926507,0.00035731300619342544,-0.7521289756215623
économie,Lamoureux,3,10667,2359,0.0002812412112121496,0.001271725307333616,0.2624421495562878
régularisation,Ceccaldi,3,1373,7527,0.0021849963583394027,0.00039856516540454366,1.5462935539748535
expédition,Boussenot,3,6055,3415,0.000495458298926507,0.0008784773060029283,0.5456876124931388
navigation,Sevaistre,3,9229,1269,0.0003250623036081916,0.002364066193853428,1.3658337473340565
détérioration,Vignes,3,112,1388,0.026785714285714284,0.002161383285302594,7.601121945616418
avantage,Chautard,3,9943,1047,0.00030171980287639546,0.0028653295128939827,1.5357575015275104
maritime,Ménard-Dorian,3,8890,2174,0.0003374578177727784,0.0013799448022079118,0.6431647915078412
marché,Merlou,3,18427,4706,0.00016280458023552397,0.0006374840628984276,-1.5225504772470306
navigation,Spronck,3,9229,4037,0.0003250623036081916,0.0007431260837255387,-0.3037577703053477
régularisation,Burdeau,3,1373,3600,0.0021849963583394027,0.0008333333333333334,2.6103716188881454
mouillage,Dauthy,3,822,973,0.0036496350364963502,0.003083247687564234,5.237978141789489
marché,Maurel,3,18427,2288,0.00016280458023552397,0.0013111888111888112,-0.48213620880112235
quai,Rabouin,3,2057,1584,0.0014584346135148275,0.001893939393939394,3.211586021647739
régularisation,Brunet,3,1373,9970,0.0021849963583394027,0.00030090270812437313,1.1407750208196241
mouillage,David,3,822,21338,0.0036496350364963502,0.0001405942450089043,0.7831367976020476
marché,Maunoury,3,18427,6805,0.00016280458023552397,0.000440852314474651,-2.05464431841409
marché,Maujan,3,18427,3058,0.00016280458023552397,0.0009810333551340746,-0.9006375633835376
réseau,Dufour,3,17187,8476,0.00017455053237912376,0.00035394053798961777,-2.270929275273241
frais,Capéran,3,37259,1762,8.05174588689981e-05,0.00170261066969353,-1.1210308223038652
eau,Lassalle,3,14658,3148,0.00020466639377814163,0.0009529860228716646,-0.6123517542436159
frais,Cardinal,3,37259,478,8.05174588689981e-05,0.006276150627615063,0.7611005786357998
frais,Camescasse,3,37259,1448,8.05174588689981e-05,0.0020718232044198894,-0.8378785004666569
régularisation,Bérard,3,1373,10131,0.0021849963583394027,0.0002961208172934557,1.1176638453765493
frais,Camélinat,3,37259,1430,8.05174588689981e-05,0.002097902097902098,-0.8198320450492032
frais,Caillat,3,37259,726,8.05174588689981e-05,0.004132231404958678,0.15814164862079777
eau,Lasteyrie,3,14658,3358,0.00020466639377814163,0.0008933889219773674,-0.7055184436731599
maritime,Muller,3,8890,2161,0.0003374578177727784,0.0013882461823229986,0.6518176596756434
voiture,Armand,3,1774,11559,0.0016910935738444193,0.0002595380223202699,0.5577494545705127
régularisation,Anthime-Ménard,3,1373,2952,0.0021849963583394027,0.0010162601626016261,2.8966758040447864
régularisation,Antide,3,1373,6351,0.0021849963583394027,0.0004723665564478035,1.7913847553764368
frais,Chevillotte,3,37259,937,8.05174588689981e-05,0.0032017075773745998,-0.20993785104263846
eaux,Jacob,3,11255,1371,0.0002665482007996446,0.002188183807439825,0.967977428131539
frais,Chevandier,3,37259,2224,8.05174588689981e-05,0.0013489208633093526,-1.456973686106959
frais,Christophle,3,37259,5027,8.05174588689981e-05,0.0005967774020290431,-2.633514587078819
maritime,Mirman,3,8890,6126,0.0003374578177727784,0.0004897159647404506,-0.8514286350638071
rachat,Reboul,3,6357,2803,0.00047192071731949034,0.0010702818408847663,0.7603823181264631
frais,Choque,3,37259,242,8.05174588689981e-05,0.012396694214876033,1.743104149341954
frais,Cibiel,3,37259,8006,8.05174588689981e-05,0.00037471896077941546,-3.3048985137709903
approvisionnement,Goude,3,1896,7341,0.0015822784810126582,0.0004086636697997548,1.116764584553478
quai,Poncheville,3,2057,2207,0.0014584346135148275,0.001359311282283643,2.7330717274477347
quai,Poitou-Duplessy,3,2057,1524,0.0014584346135148275,0.001968503937007874,3.2672954542340267
quai,Poisson,3,2057,2522,0.0014584346135148275,0.0011895321173671688,2.540590081399129
maritime,Chavoix,3,8890,6801,0.0003374578177727784,0.0004411116012351125,-1.0022301599267915
eaux,Héritier,3,11255,1853,0.0002665482007996446,0.0016189962223421479,0.5333431178834989
débouché,Marchand,3,688,1873,0.00436046511627907,0.001601708489054992,4.549868781307139
avantage,Roblin,3,9943,3242,0.00030171980287639546,0.0009253547193090684,-0.09486514705922246
réseau,Franchi,3,17187,313,0.00017455053237912376,0.009584664536741214,2.4882197501663104
réseau,Franklin-Bouillon,3,17187,2218,0.00017455053237912376,0.001352569882777277,-0.33680505306278113
économie,Lebaudy,3,10667,5876,0.0002812412112121496,0.0005105513955071477,-1.0542168277605295
eaux,Hémon,3,11255,5648,0.0002665482007996446,0.0005311614730878187,-1.0745340893604154
quai,Ponsot,3,2057,3362,0.0014584346135148275,0.000892325996430696,2.1258386324911815
réseau,Fontaines,3,17187,3504,0.00017455053237912376,0.0008561643835616438,-0.9965484625022445
réseau,Forest,3,17187,5384,0.00017455053237912376,0.0005572065378900445,-1.6162240975113884
réseau,Fougère,3,17187,3704,0.00017455053237912376,0.0008099352051835853,-1.0766297861613074
quai,Pourteyron,3,2057,3878,0.0014584346135148275,0.0007735946364105209,1.9198455536205565
rachat,Renault,3,6357,5212,0.00047192071731949034,0.0005755947812739831,-0.13448302140917753
voiture,Asson,3,1774,13969,0.0016910935738444193,0.0002147612570692247,0.2845373002913887
économie,Lebrun,3,10667,5461,0.0002812412112121496,0.0005493499359091741,-0.9485475886785132
eaux,Inghels,3,11255,2896,0.0002665482007996446,0.0010359116022099447,-0.1108556031724405
économie,Lebon,3,10667,4001,0.0002812412112121496,0.0007498125468632841,-0.49974306054985146
économie,Laval,3,10667,2178,0.0002812412112121496,0.0013774104683195593,0.37761361407884353
économie,Lauraine,3,10667,6570,0.0002812412112121496,0.00045662100456621003,-1.2152758024139416
régularisation,Berger,3,1373,10846,0.0021849963583394027,0.0002765996680803983,1.0192773550899734
régularisation,Baudin,3,1373,6239,0.0021849963583394027,0.00048084628946946624,1.81705371601163
navigation,Laine,3,9229,1638,0.0003250623036081916,0.0018315018315018315,0.9975904595341538
réseau,Gourd,3,17187,5976,0.00017455053237912376,0.000502008032128514,-1.7667258356903086
exploitation,Jullien,3,23160,4235,0.00012953367875647668,0.0007083825265643448,-1.7002251668438773
exploitation,Keller,3,23160,2271,0.00012953367875647668,0.001321003963011889,-0.8011909033312038
navire,Giraud,3,5536,2427,0.000541907514450867,0.0012360939431396785,1.1676820994644246
navigation,Lairolle,3,9229,2597,0.0003250623036081916,0.0011551790527531767,0.332679802496755
exploitation,Kergorlay,3,23160,1570,0.00012953367875647668,0.001910828025477707,-0.2686277564033054
éboulement,Jean,3,70,50232,0.04285714285714286,5.972288580984233e-05,3.1016666063304514
réseau,Gailhard-Bancel,3,17187,6212,0.00017455053237912376,0.0004829362524146813,-1.8226035172883723
navigation,Lalande,3,9229,1685,0.0003250623036081916,0.0017804154302670622,0.9567772251059415
exploitation,Juigné,3,23160,6519,0.00012953367875647668,0.0004601932811780948,-2.322513872526755
réseau,Gentil,3,17187,2805,0.00017455053237912376,0.0010695187165775401,-0.6755464583972266
eaux,Janet,3,11255,2138,0.0002665482007996446,0.001403180542563143,0.326944146190274
débouché,Louis,3,688,106741,0.00436046511627907,2.810541403959116e-05,-1.2827509412359575
régularisation,Anthime,3,1373,3419,0.0021849963583394027,0.0008774495466510676,2.6847941026717876
débouché,Lazare,3,688,1572,0.00436046511627907,0.0019083969465648854,4.802618463291578
débouché,Lanjuinais,3,688,11423,0.00436046511627907,0.00026262803116519303,1.9413499933792557
débouché,Lasies,3,688,16541,0.00436046511627907,0.00018136751103319025,1.407245129518734
régularisation,Armez,3,1373,7893,0.0021849963583394027,0.0003800836183960471,1.4777947762181367
rail,Plaisant,3,456,1327,0.006578947368421052,0.002260738507912585,5.640426050717347
débouché,Joseph,3,688,34672,0.00436046511627907,8.652514997692663e-05,0.33952052745651135
eaux,Jacquier,3,11255,3414,0.0002665482007996446,0.0008787346221441124,-0.34825705911697313
marché,Madier,3,18427,2980,0.00016280458023552397,0.0010067114093959733,-0.8633614873722569
marché,Mahieu,3,18427,3249,0.00016280458023552397,0.0009233610341643582,-0.9880449003522165
maritime,Molinié,3,8890,3023,0.0003374578177727784,0.0009923916639100231,0.16753575290744335
régularisation,Arenberg,3,1373,3507,0.0021849963583394027,0.000855431993156544,2.6481310948523697
approvisionnement,Gabriel,3,1896,13753,0.0015822784810126582,0.00021813422525994328,0.21106673767370693
régularisation,Archimbaud,3,1373,2165,0.0021849963583394027,0.0013856812933025404,3.344001500491095
avantage,Rocher,3,9943,1382,0.00030171980287639546,0.002170767004341534,1.1352613280700607
eaux,Gusman,3,11255,3659,0.0002665482007996446,0.0008198961464881115,-0.44824341642832244
eau,Lagrosillière,3,14658,3032,0.00020466639377814163,0.0009894459102902375,-0.5581859669072212
rachat,Proust,3,6357,5638,0.00047192071731949034,0.000532103582830791,-0.2478294154114648
voies navigables,Trouvé,3,764,13717,0.003926701570680628,0.00021870671429612888,1.5261625237495668
eaux,Guy,3,11255,2485,0.0002665482007996446,0.0012072434607645875,0.10996014746111643
économie,Delcassé,3,10667,7792,0.0002812412112121496,0.00038501026694045176,-1.4613761092865918
maritime,Charonnat,3,8890,5225,0.0003374578177727784,0.0005741626794258373,-0.6219143053204568
eaux,Hugon,3,11255,3172,0.0002665482007996446,0.0009457755359394704,-0.24218677179321357
eaux,Hon,3,11255,667,0.0002665482007996446,0.004497751124437781,2.00744733272618
mouillage,Eugène,3,822,15927,0.0036496350364963502,0.00018835938971557733,1.2050872097257126
eaux,Horteur,3,11255,3085,0.0002665482007996446,0.0009724473257698541,-0.20206449012601543
rachat,Pourquery,3,6357,7661,0.00047192071731949034,0.0003915937867119175,-0.6901786587497579
eaux,Holtz,3,11255,2022,0.0002665482007996446,0.001483679525222552,0.4074230020077504
économie,Dellisse,3,10667,1530,0.0002812412112121496,0.00196078431372549,0.8870859152157364
maritime,Charmes,3,8890,3243,0.0003374578177727784,0.0009250693802035153,0.06618770807934407
exploitation,Lalanne,3,23160,2080,0.00012953367875647668,0.0014423076923076924,-0.6744467256527708
ferré,Georges,3,131,93379,0.022900763358778626,3.212713779329399e-05,1.3030352003900123
navigation,Constantin,3,9229,126,0.0003250623036081916,0.023809523809523808,4.698030177675246
maritime,Chasseloup-Laubat,3,8890,32,0.0003374578177727784,0.09375,6.729301016535151
marché,Marty,3,18427,3802,0.00016280458023552397,0.0007890583903208837,-1.214807688671285
frais,Chammard,3,37259,145,8.05174588689981e-05,0.020689655172413793,2.482058296601614
maritime,Chaulet,3,8890,2386,0.0003374578177727784,0.0012573344509639564,0.5089226888399224
frais,Chancel,3,37259,85,8.05174588689981e-05,0.03529411764705882,3.2525764504788466
réseau,Floquet,3,17187,3769,0.00017455053237912376,0.0007959671000265323,-1.101727482565428
eaux,Hau,3,11255,3105,0.0002665482007996446,0.000966183574879227,-0.21138726919707893
navigation,Colin,3,9229,2999,0.0003250623036081916,0.0010003334444814939,0.12504429430642203
navigation,Colliard,3,9229,6810,0.0003250623036081916,0.0004405286343612335,-1.0581289817242712
rivière,Pavie,3,4363,2124,0.0006876002750401101,0.0014124293785310734,1.7035959110716297
frais,Chambige,3,37259,3732,8.05174588689981e-05,0.0008038585209003215,-2.20376588423521
navigation,Colly,3,9229,2545,0.0003250623036081916,0.0011787819253438114,0.3618601602121046
frais,Chamerlat,3,37259,3917,8.05174588689981e-05,0.0007658922644881287,-2.273566026334198
frais,Chailley,3,37259,1933,8.05174588689981e-05,0.0015519917227108122,-1.2546585355946875
eaux,Guyot-Dessaigne,3,11255,4743,0.0002665482007996446,0.0006325110689437065,-0.8225938691687621
voies navigables,Vieille,3,764,3670,0.003926701570680628,0.0008174386920980927,3.428275544485959
rivières,Brousse,3,1922,17349,0.0015608740894901144,0.00017292062943109114,-0.14368878802611235
mouillage,Goujat,3,822,4817,0.0036496350364963502,0.0006227942702927133,2.9303549279836227
avantage,Robinet,3,9943,140,0.00030171980287639546,0.02142857142857143,4.438520211513352
voies navigables,Voyer,3,764,2252,0.003926701570680628,0.0013321492007104796,4.132848780136304
voiture,Adrien,3,1774,24126,0.0016910935738444193,0.00012434717731907486,-0.5038226955702976
économie,Lavy,3,10667,3297,0.0002812412112121496,0.0009099181073703367,-0.22053631887463682
rachat,Prat,3,6357,1509,0.00047192071731949034,0.0019880715705765406,1.653761256632274
débouché,Million,3,688,11828,0.00436046511627907,0.0002536354413256679,1.8910854374298607
débouché,Modeste,3,688,11238,0.00436046511627907,0.00026695141484249865,1.9649062805859834
rivières,Bouveri,3,1922,8554,0.0015608740894901144,0.00035071311667056346,0.8764926076021988
exploitation,Lafagette,3,23160,843,0.00012953367875647668,0.0035587188612099642,0.6285322664336016
rachat,Rauline,3,6357,7419,0.00047192071731949034,0.0004043671653861706,-0.6438706779521371
maritime,Mistral,3,8890,5349,0.0003374578177727784,0.0005608524957936063,-0.6557524718110007
rachat,Ramel,3,6357,10325,0.00047192071731949034,0.00029055690072639226,-1.1207158140352131
voiture,Alsace,3,1774,11385,0.0016910935738444193,0.00026350461133069827,0.5796317549272341
débouché,Myre,3,688,4141,0.00436046511627907,0.0007244626901714562,3.4052404781803065
rivalité,Désir,3,331,11972,0.00906344410876133,0.0002505846976277982,2.929204749946964
