mot,nom,nom_trouve_pres_du_mot,mot_trouve_pres_du_nom,total
jonction,Antide,2,2,4
jonction,Anselme,2,2,4
préférence,Després,2,2,4
préférence,Deshayes,2,2,4
préférence,Deschanel,2,2,4
ports,Michou,2,2,4
ports,Meunier-Surcouf,2,2,4
freycinet,Fourment,2,2,4
commercial,Selle,2,2,4
commercial,Schneider,2,2,4
commercial,Robic,2,2,4
commercial,Rives,2,2,4
commercial,Roret,2,2,4
transport,Vallette-Viallard,2,2,4
transport,Valette,2,2,4
transport,Veillé,2,2,4
préférence,Denys,2,2,4
freycinet,Develle,2,2,4
freycinet,Drumel,2,2,4
freycinet,Dugué,2,2,4
préférence,Dumont,2,2,4
préférence,Durand,2,2,4
préférence,Durafour,2,2,4
préférence,Dupuy,2,2,4
préférence,Dupin,2,2,4
jonction,Alphonse,2,2,4
préférence,Devèze,2,2,4
préférence,Driant,2,2,4
préférence,Douville-Maillefeu,2,2,4
préférence,Doumergue,2,2,4
freycinet,Deschanel,2,2,4
freycinet,Denormandie,2,2,4
freycinet,Diancourt,2,2,4
ports,Masséna,2,2,4
préférence,Dion,2,2,4
freycinet,Fabre,2,2,4
irrigation,Sévère,2,2,4
irrigation,Sénac,2,2,4
irrigation,Tissier,2,2,4
irrigation,Vendre,2,2,4
irrigation,Viette,2,2,4
irrigation,Victor,2,2,4
freycinet,Francis,2,2,4
transport,Varroy,2,2,4
freycinet,Dumon,2,2,4
freycinet,Edmond,2,2,4
freycinet,Désiré,2,2,4
freycinet,Duval,2,2,4
freycinet,Dutreil,2,2,4
freycinet,Esnault,2,2,4
freycinet,Fousset,2,2,4
freycinet,Fournière,2,2,4
freycinet,Dusolier,2,2,4
chemin de fer,Bourlon,2,2,4
chemin de fer,Bourgoin,2,2,4
ports,Maze,2,2,4
jonction,Aimond,2,2,4
jonction,Aillières,2,2,4
jonction,Aiguier,2,2,4
ports,Mayéras,2,2,4
ports,Maux,2,2,4
freycinet,Empereur,2,2,4
ports,Melchior,2,2,4
transport,Valude,2,2,4
chemin de fer,Bouilloux-Lafont,2,2,4
chemin de fer,Boulard,2,2,4
jonction,Arenberg,2,2,4
jonction,Arbouin,2,2,4
irrigation,Voisin,2,2,4
jonction,Adriani,2,2,4
jonction,Abrami,2,2,4
ports,Mercier,2,2,4
freycinet,Huon,2,2,4
freycinet,Humbert,2,2,4
freycinet,Jaurès,2,2,4
freycinet,Isaac,2,2,4
freycinet,Julien,2,2,4
freycinet,Jourde,2,2,4
préférence,Cazeaux-Cazalet,2,2,4
préférence,Cazeaux,2,2,4
transport,Tirard,2,2,4
freycinet,Jumel,2,2,4
irrigation,Lecointre,2,2,4
irrigation,Lemire,2,2,4
irrigation,Letellier,2,2,4
irrigation,Lesguillier,2,2,4
transport,Thalamas,2,2,4
transport,Ternois,2,2,4
préférence,Bonnefous,2,2,4
freycinet,Keller,2,2,4
train,Taurines,2,2,4
commercial,Prevet,2,2,4
irrigation,Mention,2,2,4
irrigation,Maître,2,2,4
ports,Pothuau,2,2,4
ports,Poncet,2,2,4
ports,Poussineau,2,2,4
ports,Pressemane,2,2,4
irrigation,Marchand,2,2,4
freycinet,Laurier,2,2,4
préférence,Cazalet,2,2,4
préférence,Charles-Roux,2,2,4
freycinet,Gouin,2,2,4
freycinet,Guieysse,2,2,4
irrigation,Mun,2,2,4
ports,Peureux,2,2,4
ports,Pinard,2,2,4
freycinet,Langlois,2,2,4
commercial,Rajon,2,2,4
préférence,Briand,2,2,4
préférence,Binder,2,2,4
freycinet,Martin-Feuillée,2,2,4
commercial,Peureux,2,2,4
commercial,Petitbien,2,2,4
commercial,Perrissoud,2,2,4
commercial,Peytral,2,2,4
préférence,Bouffandeau,2,2,4
commercial,Piou,2,2,4
commercial,Pins,2,2,4
chemin de fer,Cluseret,2,2,4
chemin de fer,Clovis,2,2,4
chemin de fer,Colbert-Laplace,2,2,4
transport,Suchetet,2,2,4
irrigation,Jourdan,2,2,4
irrigation,Laffitte,2,2,4
commercial,Planté,2,2,4
préférence,Bouctot,2,2,4
préférence,Boussenot,2,2,4
préférence,Boury,2,2,4
préférence,Bozérian,2,2,4
préférence,Bouveri,2,2,4
freycinet,Labrousse,2,2,4
préférence,Bonaparte,2,2,4
préférence,Boisserin,2,2,4
commercial,Rau,2,2,4
freycinet,Lejeune,2,2,4
freycinet,Lefèvre,2,2,4
freycinet,Léopold,2,2,4
freycinet,Lyons,2,2,4
préférence,Bonnet,2,2,4
commercial,Poncheville,2,2,4
commercial,Péchadre,2,2,4
commercial,Quinet,2,2,4
commercial,Périnard,2,2,4
freycinet,Leconte,2,2,4
freycinet,Grivart,2,2,4
irrigation,Philippoteaux,2,2,4
irrigation,Planté,2,2,4
irrigation,Planche,2,2,4
irrigation,Pierres,2,2,4
chemin de fer,Carlier,2,2,4
chemin de fer,Cassadou,2,2,4
chemin de fer,Castanet,2,2,4
train,Sébastien,2,2,4
ports,Niveaux,2,2,4
ports,Nicod,2,2,4
ports,Neveux,2,2,4
ports,Olivier,2,2,4
irrigation,Paulmier,2,2,4
irrigation,Paul-Faure,2,2,4
irrigation,Passy,2,2,4
irrigation,Picard,2,2,4
chemin de fer,Cautru,2,2,4
train,Sevaistre,2,2,4
train,Sers,2,2,4
train,Simonet,2,2,4
train,Sicard,2,2,4
freycinet,Guyot-Dessaigne,2,2,4
freycinet,Hanotaux,2,2,4
préférence,Chéron,2,2,4
préférence,Chauvière,2,2,4
ports,Paté,2,2,4
préférence,Cochin,2,2,4
préférence,Clament,2,2,4
préférence,Congy,2,2,4
transport,Théodore,2,2,4
transport,Théo-Bretin,2,2,4
transport,Thoumyre,2,2,4
transport,Thivrier,2,2,4
transport,Tisseyre,2,2,4
ports,Paisant,2,2,4
préférence,Chautard,2,2,4
freycinet,Gilbert,2,2,4
ports,Pelisse,2,2,4
ports,Paulin-Méry,2,2,4
irrigation,Michel,2,2,4
préférence,Condé,2,2,4
préférence,Cotte,2,2,4
préférence,Cot,2,2,4
freycinet,Félicité,2,2,4
chemin de fer,Chanoz,2,2,4
freycinet,Gailly,2,2,4
freycinet,Gadaud,2,2,4
freycinet,Gayot,2,2,4
freycinet,Laur,2,2,4
train,Stéphen,2,2,4
train,Stanislas,2,2,4
train,Tapponnier,2,2,4
train,Sénac,2,2,4
freycinet,Frébault,2,2,4
préférence,Bussat,2,2,4
préférence,Camuzet,2,2,4
préférence,Caffort,2,2,4
freycinet,Hugot,2,2,4
freycinet,Hugo,2,2,4
freycinet,Hubbard,2,2,4
freycinet,Hérisson,2,2,4
irrigation,Mézières,2,2,4
freycinet,Godin,2,2,4
chemin de fer,Cerf,2,2,4
chemin de fer,Cazenove,2,2,4
chemin de fer,Chailley,2,2,4
chemin de fer,Cesbron,2,2,4
chemin de fer,Chambige,2,2,4
chemin de fer,Chanzy,2,2,4
freycinet,Gavrian,2,2,4
freycinet,Gauthier,2,2,4
freycinet,Gomot,2,2,4
chemin de fer,Chevallay,2,2,4
fret,Tissier,2,2,4
ports,Lamendin,2,2,4
ports,Lannes,2,2,4
freycinet,Adolphe,2,2,4
train,Rezé,2,2,4
train,Roch,2,2,4
train,Robinet,2,2,4
train,Rivet,2,2,4
chemin de fer,Borrel,2,2,4
ports,Lejeune,2,2,4
ports,Leroy-Beaulieu,2,2,4
ports,Leredu,2,2,4
ports,Levasseur,2,2,4
ports,Letellier,2,2,4
jonction,Burdeau,2,2,4
jonction,Brun,2,2,4
chemin de fer,Auffray,2,2,4
ports,Lefort,2,2,4
jonction,Cautru,2,2,4
jonction,Cazeneuve,2,2,4
freycinet,Alexandre,2,2,4
fret,Trémoïlle,2,2,4
fret,Troadec,2,2,4
fret,Vavasseur,2,2,4
jonction,Charles-Roux,2,2,4
jonction,Chaulet,2,2,4
fret,Thomas,2,2,4
ports,Larquier,2,2,4
ports,Laroze,2,2,4
train,Rives,2,2,4
train,Rousse,2,2,4
train,Rouland,2,2,4
commercial,Théry,2,2,4
commercial,Tissier,2,2,4
freycinet,Adigard,2,2,4
jonction,Clémentel,2,2,4
freycinet,Arenberg,2,2,4
freycinet,Antonin,2,2,4
freycinet,Antide,2,2,4
jonction,Borne,2,2,4
jonction,Bouhey-Allex,2,2,4
jonction,Bouhey,2,2,4
jonction,Bouge,2,2,4
jonction,Braud,2,2,4
chemin de fer,Authier,2,2,4
ports,Lorin,2,2,4
ports,Loreau,2,2,4
chemin de fer,Bachimont,2,2,4
chemin de fer,Bansard,2,2,4
chemin de fer,Barillet,2,2,4
chemin de fer,Bargy,2,2,4
chemin de fer,Bardoux,2,2,4
chemin de fer,Barbé,2,2,4
jonction,Bouyssou,2,2,4
chemin de fer,Aunay,2,2,4
chemin de fer,Aulan,2,2,4
transports,Albert-Poulain,2,2,4
transports,Albert-Favre,2,2,4
transports,Allard,2,2,4
ports,Lefèvre-Pontalis,2,2,4
freycinet,Arthur,2,2,4
préférence,Keller,2,2,4
freycinet,Alicot,2,2,4
préférence,Lachaud,2,2,4
préférence,Lagrosillière,2,2,4
fret,Vieille,2,2,4
fret,Vidal,2,2,4
fret,Waddington,2,2,4
freycinet,Alcide,2,2,4
freycinet,Aimé,2,2,4
freycinet,Aimond,2,2,4
freycinet,Aillières,2,2,4
préférence,Lacombe,2,2,4
jonction,Delesalle,2,2,4
jonction,Denis,2,2,4
jonction,Denfert-Rochereau,2,2,4
préférence,Ludre,2,2,4
préférence,Loucheur,2,2,4
préférence,Lugol,2,2,4
préférence,Mahieu,2,2,4
préférence,Magne,2,2,4
jonction,Candace,2,2,4
fret,Rouanet,2,2,4
fret,Rognon,2,2,4
fret,Sevène,2,2,4
fret,Surcouf,2,2,4
fret,Stern,2,2,4
fret,Talhouët-Roy,2,2,4
fret,Sérot,2,2,4
préférence,Lockroy,2,2,4
préférence,Maginot,2,2,4
train,Péret,2,2,4
train,Quilbeuf,2,2,4
train,Rau,2,2,4
commercial,Walter,2,2,4
compagnie,(Maurice,2,2,4
jonction,Deléglise,2,2,4
jonction,Colin,2,2,4
jonction,Coutant,2,2,4
jonction,Delmas,2,2,4
jonction,Couderc,2,2,4
jonction,Dalbiez,2,2,4
jonction,Cère,2,2,4
jonction,Crolard,2,2,4
fret,Rous,2,2,4
fret,Saint-Malo,2,2,4
jonction,Daniel-Vincent,2,2,4
jonction,Daniel,2,2,4
jonction,Coulondre,2,2,4
commercial,Viette,2,2,4
commercial,Villain,2,2,4
commercial,Waddington,2,2,4
train,Regnault,2,2,4
train,Rességuier,2,2,4
ports,Lamarzelle,2,2,4
ports,Lalou,2,2,4
ports,Laloge,2,2,4
préférence,Lissac,2,2,4
préférence,Larsan,2,2,4
préférence,Lechevallier,2,2,4
compagnie,Agis,2,2,4
compagnie,Adriani,2,2,4
ports,Lauraine,2,2,4
ports,Lazare,2,2,4
ports,Leblond,2,2,4
jonction,Carrière,2,2,4
préférence,Launay,2,2,4
préférence,Leydet,2,2,4
transports,Amand,2,2,4
transports,Amagat,2,2,4
transports,Alype,2,2,4
transports,Alphonse,2,2,4
transports,Andrieu,2,2,4
chemin de fer,Ansart,2,2,4
chemin de fer,Anglès,2,2,4
commercial,Viger,2,2,4
préférence,Lavy,2,2,4
préférence,Legrand,2,2,4
fret,Serre,2,2,4
chemin de fer,Arnaud,2,2,4
chemin de fer,Alcide,2,2,4
chemin de fer,Alexandre-Blanc,2,2,4
chemin de fer,Allègre,2,2,4
commercial,Versigny,2,2,4
commercial,Vigne,2,2,4
train,Renault-Morlière,2,2,4
train,Régnier,2,2,4
train,Ruellan,2,2,4
train,Saint-Just,2,2,4
train,Sabin,2,2,4
train,Saint-Venant,2,2,4
commercial,Réveillaud,2,2,4
commercial,Saint-Venant,2,2,4
commercial,Saint-Pierre,2,2,4
jonction,Bussière,2,2,4
jonction,Batut,2,2,4
jonction,Bender,2,2,4
jonction,Belle,2,2,4
freycinet,Corentin,2,2,4
préférence,Fouquet,2,2,4
préférence,Fougère,2,2,4
train,Réveillaud,2,2,4
transport,Vielfaure,2,2,4
jonction,Baudin,2,2,4
freycinet,Castellane,2,2,4
freycinet,Challemel-Lacour,2,2,4
chemin de fer,Borda,2,2,4
chemin de fer,Bonniard,2,2,4
chemin de fer,Binachon,2,2,4
chemin de fer,Blacas,2,2,4
chemin de fer,Bisseuil,2,2,4
chemin de fer,Bischoffsheim,2,2,4
chemin de fer,Bokanowski,2,2,4
jonction,Auffray,2,2,4
commercial,Saillard,2,2,4
préférence,Fortuné,2,2,4
préférence,Freppel,2,2,4
préférence,Gabriel,2,2,4
préférence,Frédéric,2,2,4
préférence,Gasté,2,2,4
freycinet,Burdeau,2,2,4
jonction,Berniolle,2,2,4
préférence,Escudier,2,2,4
préférence,Eynac,2,2,4
préférence,Forest,2,2,4
jonction,Aubigny,2,2,4
jonction,Balsan,2,2,4
ports,Marteau,2,2,4
ports,Marmonier,2,2,4
freycinet,Crémieux,2,2,4
transport,Villeneau,2,2,4
freycinet,Cosnier,2,2,4
freycinet,Decazes,2,2,4
préférence,Désiré,2,2,4
préférence,Dutreix,2,2,4
préférence,Erlich,2,2,4
chemin de fer,Bretin,2,2,4
chemin de fer,Bosc,2,2,4
chemin de fer,Borriglione,2,2,4
freycinet,Couteaux,2,2,4
transport,Vilfeu,2,2,4
transport,Waddington,2,2,4
transport,Viviani,2,2,4
chemin de fer,Blachère,2,2,4
ports,Marty,2,2,4
ports,Mathé,2,2,4
préférence,Ferronnays,2,2,4
freycinet,Chauvin,2,2,4
freycinet,Deloncle,2,2,4
freycinet,Charmes,2,2,4
freycinet,Chéron,2,2,4
freycinet,Chiris,2,2,4
freycinet,Chevalier,2,2,4
freycinet,Claye,2,2,4
freycinet,David,2,2,4
freycinet,Cère,2,2,4
freycinet,Cyr,2,2,4
freycinet,Delpech,2,2,4
freycinet,Chauveau,2,2,4
ports,Lyons,2,2,4
ports,Lyonnais,2,2,4
jonction,Biétry,2,2,4
commercial,Thellier,2,2,4
commercial,Thalamas,2,2,4
préférence,Gérault-Richard,2,2,4
préférence,Guépratte,2,2,4
transports,Abeille,2,2,4
freycinet,Bérenger,2,2,4
chemin de fer,Barouille,2,2,4
commercial,Souhet,2,2,4
commercial,Sixte-Quenin,2,2,4
commercial,Stern,2,2,4
commercial,Stanislas,2,2,4
commercial,Spronck,2,2,4
commercial,Sérot,2,2,4
commercial,Sénac,2,2,4
transports,Adam,2,2,4
jonction,Cadenat,2,2,4
freycinet,Belle,2,2,4
préférence,Israël,2,2,4
préférence,Jacquier,2,2,4
préférence,Jonnart,2,2,4
préférence,Joly,2,2,4
préférence,Jobert,2,2,4
chemin de fer,Bazire,2,2,4
ports,Léglise,2,2,4
chemin de fer,Batiot,2,2,4
préférence,Guyot,2,2,4
préférence,Guislain,2,2,4
préférence,Hollande,2,2,4
freycinet,Bardoux,2,2,4
freycinet,Baduel,2,2,4
freycinet,Berge,2,2,4
chemin de fer,Baudon,2,2,4
ports,Louis-Dreyfus,2,2,4
jonction,Broussais,2,2,4
chemin de fer,Beaussier,2,2,4
transport,Wetterlé,2,2,4
transport,Wendel,2,2,4
transport,Warren,2,2,4
freycinet,Cazot,2,2,4
préférence,Goblet,2,2,4
préférence,Girard,2,2,4
préférence,Gouzy,2,2,4
commercial,Sée,2,2,4
préférence,Goujon,2,2,4
freycinet,Blancsubé,2,2,4
freycinet,Bizouard-Bert,2,2,4
jonction,Boni,2,2,4
freycinet,Brousse,2,2,4
freycinet,Brice,2,2,4
freycinet,Camescasse,2,2,4
freycinet,Caillaux,2,2,4
préférence,Goust,2,2,4
freycinet,Bouge,2,2,4
freycinet,Breteuil,2,2,4
freycinet,Brelay,2,2,4
préférence,Guilloteaux,2,2,4
préférence,Guillain,2,2,4
commercial,Tisseyre,2,2,4
commercial,Turrel,2,2,4
commercial,Vandame,2,2,4
ports,Léopold,2,2,4
ports,Maginot,2,2,4
ports,Madier,2,2,4
ports,Mackau,2,2,4
ports,Manceau,2,2,4
ports,Manaut,2,2,4
jonction,Bataille,2,2,4
jonction,Barabant,2,2,4
freycinet,Boudenoot,2,2,4
freycinet,Bos,2,2,4
ports,Magnaud,2,2,4
train,Hubert,2,2,4
train,Houbé,2,2,4
charge,Honoré,2,2,4
charge,Hugot,2,2,4
charge,Guillaumou,2,2,4
ports,Brun,2,2,4
ports,Butin,2,2,4
levée,Colfavru,2,2,4
péage,Royer,2,2,4
levée,Corentin-Guyho,2,2,4
ports,Briquet,2,2,4
charge,Jammy,2,2,4
charge,Henrique-Duluc,2,2,4
charge,Hippolyte,2,2,4
charge,Hervé,2,2,4
charge,Hervieu,2,2,4
charge,Hercule,2,2,4
levée,Combrouze,2,2,4
quai,Forcioli,2,2,4
levée,Daudet,2,2,4
levée,Datas,2,2,4
levée,Daynaud,2,2,4
compagnie,Guislain,2,2,4
compagnie,Guiraud,2,2,4
compagnie,Guéguen,2,2,4
frais,Peureux,2,2,4
train,Hercule,2,2,4
frais,Pesson,2,2,4
frais,Philip,2,2,4
frais,Pilate,2,2,4
levée,Delecroix,2,2,4
levée,Cyr,2,2,4
levée,Cuttoli,2,2,4
levée,Cunéo,2,2,4
train,Hippolyte,2,2,4
frais,Peugeot,2,2,4
levée,Claye,2,2,4
levée,Clauzel,2,2,4
levée,Claussat,2,2,4
levée,Chautard,2,2,4
levée,Chaussy,2,2,4
transports,Hilaire,2,2,4
transports,Hornoy,2,2,4
charge,Hébert,2,2,4
charge,Hornoy,2,2,4
levée,Chéron,2,2,4
levée,Christian,2,2,4
levée,Choribit,2,2,4
levée,Claudinon,2,2,4
frais,Quesnel,2,2,4
quai,Espérance,2,2,4
quai,Fallières,2,2,4
quai,Feuchin,2,2,4
charge,Isnard,2,2,4
frais,Prosper,2,2,4
frais,Pinard,2,2,4
frais,Planche,2,2,4
frais,Pochon,2,2,4
frais,Plouzané,2,2,4
frais,Plessier,2,2,4
levée,Crespel,2,2,4
ports,Bretin,2,2,4
levée,Clech,2,2,4
compagnie,Graziani,2,2,4
compagnie,Grévy,2,2,4
train,Huguet,2,2,4
train,Isaac,2,2,4
train,Iriart,2,2,4
train,Hérault,2,2,4
frais,Prud'Homme-Havette,2,2,4
levée,Cloarec,2,2,4
levée,Clerjounie,2,2,4
frais,Pouzet,2,2,4
frais,Pascal,2,2,4
train,Guillemet,2,2,4
train,Guyot-Dessaigne,2,2,4
compagnie,Horace,2,2,4
compagnie,Hilaire,2,2,4
compagnie,Hugon,2,2,4
compagnie,Hugo,2,2,4
compagnie,Houbé,2,2,4
quai,Forge,2,2,4
compagnie,Huguet,2,2,4
frais,Perret,2,2,4
transports,Jaeger,2,2,4
transports,Jadé,2,2,4
transports,Janzé,2,2,4
transports,Jannin,2,2,4
charge,Gourd,2,2,4
charge,Granger,2,2,4
compagnie,Hély,2,2,4
charge,Girodet,2,2,4
charge,Giray,2,2,4
charge,Goujat,2,2,4
charge,Godin,2,2,4
charge,Gast,2,2,4
train,Guy,2,2,4
levée,Deschamps,2,2,4
ports,Bouhey-Allex,2,2,4
frais,Papon,2,2,4
ports,Bourganel,2,2,4
ports,Bourcy,2,2,4
ports,Bouquet,2,2,4
charge,Gueydon,2,2,4
quai,Gast,2,2,4
quai,Gervais,2,2,4
quai,Ghesquière,2,2,4
frais,Osmoy,2,2,4
ports,Bourneville,2,2,4
ports,Braibant,2,2,4
levée,Dejardin-Verkinder,2,2,4
compagnie,Haudricourt,2,2,4
compagnie,Haudos,2,2,4
compagnie,Hartmann,2,2,4
compagnie,Henrique-Duluc,2,2,4
levée,Cotte,2,2,4
charge,Guilhaumon,2,2,4
charge,Granet,2,2,4
charge,Harcourt,2,2,4
transports,Hémon,2,2,4
transports,Isnard,2,2,4
levée,Coulondre,2,2,4
levée,Cousset,2,2,4
frais,Pierangeli,2,2,4
quai,Firmin,2,2,4
quai,Fougère,2,2,4
charge,Haudos,2,2,4
charge,Grosjean,2,2,4
quai,Féron,2,2,4
frais,Pernot,2,2,4
frais,Perrissoud,2,2,4
levée,Defos,2,2,4
levée,Decrais,2,2,4
levée,Delafoy,2,2,4
levée,Delarbre,2,2,4
ports,Bourrat,2,2,4
compagnie,Hermary,2,2,4
train,Haentjens,2,2,4
train,Haudos,2,2,4
train,Hanotaux,2,2,4
train,Hon,2,2,4
quai,Foyer,2,2,4
quai,Fousset,2,2,4
quai,Gabrielli,2,2,4
ports,Boullay,2,2,4
levée,Delesalle,2,2,4
frais,Rouher,2,2,4
compagnie,Fournol,2,2,4
compagnie,Ferrouillat,2,2,4
compagnie,Fié,2,2,4
compagnie,Fitte,2,2,4
compagnie,Fiori,2,2,4
compagnie,Fleuret,2,2,4
levée,Chamberland,2,2,4
quai,Ferri,2,2,4
levée,Chanal,2,2,4
levée,Champvallier,2,2,4
frais,Romain,2,2,4
frais,Rouby,2,2,4
frais,Roselli-Mollet,2,2,4
frais,Rosanbo,2,2,4
quai,Desjardins,2,2,4
frais,Rontin,2,2,4
levée,Chaleil,2,2,4
frais,Ravisa,2,2,4
charge,Laroze,2,2,4
charge,Lasserre,2,2,4
charge,Lavertujon,2,2,4
charge,Lavergne,2,2,4
charge,Laurençon,2,2,4
charge,Lebaudy,2,2,4
charge,Lebas,2,2,4
frais,Rouland,2,2,4
quai,Dieu,2,2,4
quai,Dreyfus,2,2,4
quai,Doumergue,2,2,4
quai,Dorian,2,2,4
quai,Dubief,2,2,4
quai,Dron,2,2,4
quai,Dufaure,2,2,4
frais,Riou,2,2,4
charge,Laville,2,2,4
compagnie,Etcheverry,2,2,4
compagnie,Fabry,2,2,4
transports,Gheusi,2,2,4
transports,Ghesquière,2,2,4
transports,Goirand,2,2,4
transports,Goblet,2,2,4
transports,Girodet,2,2,4
charge,Lecointre,2,2,4
charge,Letellier,2,2,4
levée,Chaigne,2,2,4
transports,Gasparin,2,2,4
transports,Garat,2,2,4
transports,Gavrian,2,2,4
transports,Gavoty,2,2,4
transports,Gaudin,2,2,4
charge,Léo,2,2,4
charge,Lyons,2,2,4
charge,Leconte,2,2,4
charge,Lesguillier,2,2,4
charge,Leroux,2,2,4
charge,Limon,2,2,4
charge,Liais,2,2,4
charge,Lombard,2,2,4
compagnie,Fabien-Cesbron,2,2,4
compagnie,Fabien,2,2,4
compagnie,Fanien,2,2,4
compagnie,Even,2,2,4
train,Larsan,2,2,4
quai,Delanoue,2,2,4
quai,Delahaye,2,2,4
quai,Delachenal,2,2,4
train,Lavy,2,2,4
compagnie,Elysée,2,2,4
compagnie,Escanyé,2,2,4
compagnie,Etchepare,2,2,4
compagnie,Essarts,2,2,4
compagnie,Fays,2,2,4
frais,Péronneau,2,2,4
charge,Jean-Baptiste,2,2,4
charge,Jozon,2,2,4
transports,Guislain,2,2,4
transports,Guilloteaux,2,2,4
charge,Labatut,2,2,4
charge,Krauss,2,2,4
levée,Chaumeil,2,2,4
frais,Rajon,2,2,4
train,Joubert,2,2,4
train,Jonnart,2,2,4
quai,Durre,2,2,4
quai,Désiré,2,2,4
quai,Déroulède,2,2,4
frais,Pujade,2,2,4
frais,Pénières,2,2,4
levée,Chaussier,2,2,4
compagnie,Gilliot,2,2,4
frais,Poullan,2,2,4
levée,Corentin,2,2,4
transports,Hippolyte,2,2,4
train,Jametel,2,2,4
train,Jadé,2,2,4
train,Janet,2,2,4
compagnie,Godet,2,2,4
compagnie,Godard,2,2,4
train,Labordère,2,2,4
compagnie,Gotteron,2,2,4
frais,Quilbeuf,2,2,4
levée,Chazal,2,2,4
levée,Chenel,2,2,4
levée,Chopinet,2,2,4
levée,Chevrelière,2,2,4
compagnie,Frey,2,2,4
train,Lafferre,2,2,4
train,Kerguézec,2,2,4
compagnie,Giroud,2,2,4
charge,Lagrange,2,2,4
charge,Lagnel,2,2,4
charge,Lagasse,2,2,4
train,Lamarzelle,2,2,4
train,Langlois,2,2,4
compagnie,Folliet,2,2,4
compagnie,Fouché,2,2,4
compagnie,Foucher,2,2,4
frais,Regnault,2,2,4
compagnie,Fould,2,2,4
frais,Reynouard,2,2,4
compagnie,Galloni,2,2,4
compagnie,Gallet,2,2,4
compagnie,Garat,2,2,4
compagnie,Ganivet,2,2,4
compagnie,Gassier,2,2,4
compagnie,Gasnier,2,2,4
compagnie,Forni,2,2,4
quai,Dumas,2,2,4
quai,Dulau,2,2,4
quai,Duval,2,2,4
quai,Dutreil,2,2,4
compagnie,Gellé,2,2,4
compagnie,Gilly,2,2,4
charge,Laffitte,2,2,4
charge,Lalanne,2,2,4
ports,Calvinhac,2,2,4
transports,Granet,2,2,4
ports,Caduc,2,2,4
ports,Camélinat,2,2,4
ports,Camuzet,2,2,4
ports,Carlier,2,2,4
frais,Rességuier,2,2,4
frais,Rigaut,2,2,4
compagnie,Franconie,2,2,4
ports,Bérenger,2,2,4
transports,Graux,2,2,4
compagnie,Mare,2,2,4
compagnie,Marchegay,2,2,4
compagnie,Marietton,2,2,4
compagnie,Marrot,2,2,4
quai,Jules-Louis,2,2,4
quai,Krantz,2,2,4
quai,Laffon,2,2,4
charge,Duguyot,2,2,4
charge,Girou,2,2,4
charge,Durand-Béchet,2,2,4
train,Fournière,2,2,4
compagnie,Luce,2,2,4
compagnie,Loustalot,2,2,4
compagnie,Loup,2,2,4
compagnie,Léglise,2,2,4
transports,Leroy-Beaulieu,2,2,4
transports,Lerolle,2,2,4
charge,Dunaime,2,2,4
quai,Joubert,2,2,4
levée,Flourens,2,2,4
transports,Leveillé,2,2,4
transports,Letellier,2,2,4
transports,Lesguillier,2,2,4
charge,Dethou,2,2,4
charge,Destin,2,2,4
charge,Diagne,2,2,4
train,Ferté,2,2,4
quai,Lamy,2,2,4
quai,Lamendin,2,2,4
quai,Lajarrige,2,2,4
frais,Louis-Dreyfus,2,2,4
frais,Luce,2,2,4
compagnie,Meyer,2,2,4
compagnie,Meunier-Surcouf,2,2,4
levée,Fontaine,2,2,4
charge,Doriot,2,2,4
frais,Magallon,2,2,4
frais,Malzac,2,2,4
charge,Elysée,2,2,4
charge,Escudier,2,2,4
levée,Evrard,2,2,4
levée,Dutailly,2,2,4
levée,Dusevel,2,2,4
levée,Dépasse,2,2,4
ports,Bodan,2,2,4
levée,Duvigneau,2,2,4
train,Forzy,2,2,4
charge,Durfort,2,2,4
charge,Drake,2,2,4
transports,Latour,2,2,4
transports,Lavergne,2,2,4
transports,Leblanc,2,2,4
charge,Duvigneau,2,2,4
levée,Duvivier,2,2,4
levée,Ermant,2,2,4
levée,Essarts,2,2,4
levée,Escudier,2,2,4
levée,Evesque,2,2,4
charge,Dugué,2,2,4
frais,Malizard,2,2,4
frais,Malaspina,2,2,4
frais,Malartre,2,2,4
frais,Magnaud,2,2,4
charge,Dréolle,2,2,4
charge,Drivet,2,2,4
charge,Ducarouge,2,2,4
charge,Dudouyt,2,2,4
frais,Marcou,2,2,4
frais,Marcellot,2,2,4
frais,Marrot,2,2,4
frais,Marot,2,2,4
frais,Marion,2,2,4
frais,Mando,2,2,4
compagnie,Monprofit,2,2,4
train,Dusevel,2,2,4
train,Edmond,2,2,4
frais,Legludic,2,2,4
frais,Lefol,2,2,4
frais,Lemaire,2,2,4
frais,Legros,2,2,4
frais,Leporché,2,2,4
quai,Judet,2,2,4
levée,Gaborit,2,2,4
levée,Gabiat,2,2,4
levée,Gabrielli,2,2,4
levée,Galy-Gasparrou,2,2,4
frais,Loreau,2,2,4
frais,Longuet,2,2,4
compagnie,Mingasson,2,2,4
ports,Bellier,2,2,4
levée,Gendre,2,2,4
train,Dulau,2,2,4
train,Durand-Béchet,2,2,4
transports,Loustalot,2,2,4
transports,Léo,2,2,4
charge,Decazes,2,2,4
charge,Dejardin-Verkinder,2,2,4
charge,Delafoy,2,2,4
levée,Forné,2,2,4
levée,Gambetta,2,2,4
levée,Foyer,2,2,4
frais,Lesseux,2,2,4
quai,Laporte,2,2,4
quai,Lanjuinais,2,2,4
