mot,nom,nom_trouve_pres_du_mot,mot_trouve_pres_du_nom,total
station,Dompierre,2,2,4
marché,Maréchal,2,2,4
dommages,Amédée,2,2,4
dommages,Antide,2,2,4
dommages,Arnault,2,2,4
dommages,Armand,2,2,4
dommages,Archimbaud,2,2,4
station,Dussaussoy,2,2,4
avantage,Perier,2,2,4
eau,Jovelet,2,2,4
avantage,Peulevey,2,2,4
avantage,Pesson,2,2,4
marché,Menier,2,2,4
marché,Meyer,2,2,4
marché,Maret,2,2,4
marché,Mare,2,2,4
eau,Jourdain,2,2,4
eau,Jouhannet,2,2,4
avantage,Peureux,2,2,4
station,Dumesnil,2,2,4
station,Elissagaray,2,2,4
station,Edmond,2,2,4
eau,Lannelongue,2,2,4
eau,Labordère,2,2,4
eau,Labitte,2,2,4
eau,Labat,2,2,4
eau,Labadié,2,2,4
dommages,Adigard,2,2,4
écluse,Saint-Quentin,2,2,4
écluse,Rochefort,2,2,4
économie,Accambray,2,2,4
avantage,Pouzet,2,2,4
avantage,Prat,2,2,4
avantage,Pouët,2,2,4
avantage,Prey,2,2,4
distribution,Voyer,2,2,4
écluse,Vallée,2,2,4
dommages,Aiguier,2,2,4
dommages,Albert-Poulain,2,2,4
rivière,l'Estourbeillon,2,2,4
marché,Mathieu,2,2,4
avantage,Piou,2,2,4
avantage,Plet,2,2,4
avantage,Poncet,2,2,4
économie,Albert-Poulain,2,2,4
marché,Mathurin,2,2,4
économie,Amand,2,2,4
marché,Léopold,2,2,4
eau,Krauss,2,2,4
eau,Labuze,2,2,4
eau,Lafarge,2,2,4
eau,Lafagette,2,2,4
marché,Martinon,2,2,4
marché,Martial,2,2,4
marché,Mathé,2,2,4
économie,Aimé,2,2,4
avantage,Muller,2,2,4
avantage,Ménard-Dorian,2,2,4
avantage,Navarre,2,2,4
marché,Mélin,2,2,4
marché,Médard,2,2,4
marché,Miellet,2,2,4
eau,Jouffray,2,2,4
eau,Hégésippe,2,2,4
marché,Marrou,2,2,4
eau,Hulst,2,2,4
eau,Jadé,2,2,4
dommages,Borie,2,2,4
station,Cachin,2,2,4
station,Carré,2,2,4
marché,Mortier,2,2,4
marché,Muller,2,2,4
marché,Mulac,2,2,4
eau,Hurard,2,2,4
eau,Hovius,2,2,4
rivières,Asson,2,2,4
rivières,Babaud-Lacroze,2,2,4
rivières,Authier,2,2,4
eau,Guyard,2,2,4
eau,Guislain,2,2,4
station,Carrière,2,2,4
station,Chautemps,2,2,4
avantage,Muzet,2,2,4
marché,Missoffe,2,2,4
marché,Monti,2,2,4
marché,Montaigu,2,2,4
eau,Kernier,2,2,4
eau,Kerjégu,2,2,4
eau,Kergorlay,2,2,4
rivières,(Louis,2,2,4
rivière,Émile,2,2,4
avantage,Pajot,2,2,4
station,Chambon,2,2,4
navire,Chéron,2,2,4
dommages,Barès,2,2,4
dommages,Baïhaut,2,2,4
rivières,Adam,2,2,4
rivières,Allemand,2,2,4
économie,Archimbaud,2,2,4
économie,Archdeacon,2,2,4
économie,Archambeaud,2,2,4
rivières,Andrieux,2,2,4
station,Claussat,2,2,4
station,Claude,2,2,4
station,Chéron,2,2,4
station,Coutant,2,2,4
dommages,Baroux,2,2,4
dommages,Barbé,2,2,4
dommages,Bar,2,2,4
dommages,Bartholoni,2,2,4
économie,Arbel,2,2,4
eau,Jaouen,2,2,4
eau,Jean-Jacques,2,2,4
eau,John,2,2,4
eau,Joffrin,2,2,4
marché,Melun,2,2,4
marché,Mayet,2,2,4
eau,Ladoucette,2,2,4
dommages,Bazire,2,2,4
navire,Chautemps,2,2,4
station,Delpech,2,2,4
station,Deloncle,2,2,4
station,Derognat,2,2,4
économie,Arras,2,2,4
économie,Aubry,2,2,4
avantage,Niveaux,2,2,4
avantage,Ory,2,2,4
navire,Chanzy,2,2,4
navire,Charmes,2,2,4
dommages,Bazin,2,2,4
distribution,Valon,2,2,4
station,Labroue,2,2,4
avantage,Renoult,2,2,4
avantage,Renaud,2,2,4
avantage,Rhul,2,2,4
avantage,Revault,2,2,4
avantage,Rigal,2,2,4
navire,Doumer,2,2,4
eau,Lasbaysses,2,2,4
navire,Dubochet,2,2,4
navire,Douville-Maillefeu,2,2,4
navire,Doumergue,2,2,4
avantage,Rousset,2,2,4
avantage,Rous,2,2,4
avantage,Rouger,2,2,4
éboulement,Vaillant,2,2,4
écluse,Bois,2,2,4
navire,Duc,2,2,4
distribution,Truelle,2,2,4
distribution,Urbain,2,2,4
distribution,Vallon,2,2,4
distribution,Valière,2,2,4
navire,Delafosse,2,2,4
navire,Deloncle,2,2,4
navire,Delmas,2,2,4
navire,Denys,2,2,4
distribution,Veber,2,2,4
marché,Lebey,2,2,4
marché,Ledin,2,2,4
marché,Lecourtier,2,2,4
navire,Dréo,2,2,4
navire,Durandy,2,2,4
marché,Lafarge,2,2,4
marché,Lalanne,2,2,4
eau,Madeleine,2,2,4
navire,Dignac,2,2,4
éboulement,Del,2,2,4
éboulement,Nord,2,2,4
éboulement,Maître,2,2,4
avantage,Robic,2,2,4
avantage,Rondeleux,2,2,4
distribution,Vinatier,2,2,4
station,Huguet,2,2,4
avantage,Sadi,2,2,4
écluse,Esprit,2,2,4
wagonnet,Pierres,2,2,4
wagon,Waron,2,2,4
éboulement,Basly,2,2,4
éboulement,Armand,2,2,4
station,Justin,2,2,4
station,Lacroix,2,2,4
distribution,Thiers,2,2,4
distribution,Treille,2,2,4
avantage,Saint-Quentin,2,2,4
avantage,Périnard,2,2,4
avantage,Péri,2,2,4
avantage,Ragheboom,2,2,4
avantage,Razimbaud,2,2,4
avantage,Raynaud,2,2,4
écluse,Poisson,2,2,4
marché,Lepelletier,2,2,4
marché,Lebel,2,2,4
éboulement,Després,2,2,4
avantage,Rochereau,2,2,4
marché,Lamazière,2,2,4
station,Lazare,2,2,4
station,Laurent,2,2,4
station,Lefèvre,2,2,4
station,Lebrun,2,2,4
station,Locquin,2,2,4
éboulement,Bois,2,2,4
éboulement,Etienne,2,2,4
avantage,Rodez-Bénavent,2,2,4
eau,Laloge,2,2,4
eau,Langlet,2,2,4
eau,Lamoureux,2,2,4
navire,César,2,2,4
navire,Croix,2,2,4
navire,Coutant,2,2,4
marché,Leveillé,2,2,4
marché,Longuet,2,2,4
distribution,Trémoïlle,2,2,4
marché,Loreau,2,2,4
marché,Loup,2,2,4
distribution,Vilfeu,2,2,4
eau,Lecomte,2,2,4
eau,Lecointre,2,2,4
eau,Lefort,2,2,4
eau,Lemaire,2,2,4
eau,Legludic,2,2,4
marché,Limon,2,2,4
eau,Lavertujon,2,2,4
eau,Laurier,2,2,4
rivière,Vinatier,2,2,4
rivière,Villaine,2,2,4
station,Dépasse,2,2,4
station,Délieux,2,2,4
station,Ferté,2,2,4
station,Fould,2,2,4
eau,Lalou,2,2,4
station,Franc,2,2,4
station,Foyer,2,2,4
station,Fournier,2,2,4
distribution,Vitry,2,2,4
distribution,Waddington,2,2,4
rivière,l'Ariège,2,2,4
eau,Lajarrige,2,2,4
eau,Lairolle,2,2,4
eau,Lamendin,2,2,4
station,Flandin,2,2,4
écluse,Louis,2,2,4
écluse,Long,2,2,4
écluse,Jean,2,2,4
écluse,Million,2,2,4
écluse,Niveaux,2,2,4
écluse,Nazaire,2,2,4
eau,Lepetit,2,2,4
eau,Lenient,2,2,4
eau,Latour,2,2,4
eau,Leteurtre,2,2,4
eau,Leveillé,2,2,4
distribution,Witt,2,2,4
distribution,Wilson,2,2,4
marché,Leconte,2,2,4
station,Ignace,2,2,4
station,Joly,2,2,4
distribution,Turigny,2,2,4
eau,Lepère,2,2,4
navire,Debussy,2,2,4
station,Goust,2,2,4
station,Guillon,2,2,4
station,Guernier,2,2,4
distribution,Vian,2,2,4
distribution,Verlot,2,2,4
distribution,Viellard,2,2,4
distribution,Vielfaure,2,2,4
écluse,Lucien,2,2,4
avantage,Pie,2,2,4
navire,Colliard,2,2,4
navire,Cornudet,2,2,4
navire,Coreil,2,2,4
navire,Conti,2,2,4
dommages,Abel-Bernard,2,2,4
station,Gratien,2,2,4
station,Gouzy,2,2,4
avantage,Riotteau,2,2,4
distribution,Villain,2,2,4
train,Poncheville,2,2,4
train,Pomereu,2,2,4
train,Prache,2,2,4
train,Poussineau,2,2,4
train,Prosper,2,2,4
préférence,Riotteau,2,2,4
jonction,Honoré,2,2,4
fret,Moutet,2,2,4
rails,Soubeyran,2,2,4
préférence,Ringuier,2,2,4
préférence,Ricolfi,2,2,4
préférence,Robert,2,2,4
compagnie,Aulan,2,2,4
compagnie,Augère,2,2,4
ports,Hippolyte,2,2,4
jonction,Gautier,2,2,4
jonction,Gervais,2,2,4
fret,Nadi,2,2,4
jonction,Gourd,2,2,4
jonction,Grosdidier,2,2,4
jonction,Guillemet,2,2,4
préférence,Périer,2,2,4
préférence,Ravisa,2,2,4
préférence,Raux,2,2,4
préférence,Rau,2,2,4
train,Prey,2,2,4
train,Ponsot,2,2,4
jonction,Gratien,2,2,4
jonction,Gras,2,2,4
transports,Borriglione,2,2,4
transports,Boury,2,2,4
chauffeur,Franchi,2,2,4
chauffeur,Girod,2,2,4
jonction,Gouzy,2,2,4
compagnie,Bagneux,2,2,4
jonction,Hérault,2,2,4
jonction,Guépratte,2,2,4
train,Prevet,2,2,4
train,Pressensé,2,2,4
train,Prévot,2,2,4
compagnie,Archambeaud,2,2,4
compagnie,Arbouin,2,2,4
compagnie,Ariste,2,2,4
compagnie,Argenson,2,2,4
jonction,Genet,2,2,4
transports,Borie,2,2,4
transports,Borgnet,2,2,4
chauffeur,Lacroix,2,2,4
ports,Hugo,2,2,4
ports,Horteur,2,2,4
ports,Huguet,2,2,4
ports,Héritier,2,2,4
ports,Isambard,2,2,4
préférence,Rameil,2,2,4
jonction,Goblet,2,2,4
jonction,Girault,2,2,4
jonction,Girard,2,2,4
jonction,Goujat,2,2,4
jonction,Guy,2,2,4
ports,Hanotaux,2,2,4
ports,Haentjens,2,2,4
ports,Gérard,2,2,4
fret,Monis,2,2,4
ports,Honnorat,2,2,4
ports,Hon,2,2,4
ports,Holtz,2,2,4
préférence,Renault,2,2,4
préférence,Renaudel,2,2,4
préférence,Reille,2,2,4
préférence,Regaud,2,2,4
préférence,Reynouard,2,2,4
préférence,Rey,2,2,4
ports,Haudos,2,2,4
jonction,Larquier,2,2,4
jonction,Jadé,2,2,4
jonction,Jacquey,2,2,4
jonction,Jourdan,2,2,4
jonction,Jolibois,2,2,4
jonction,Julien,2,2,4
jonction,Lachaud,2,2,4
jonction,Laniel,2,2,4
préférence,Rous,2,2,4
transports,Cabart-Danneville,2,2,4
transports,Bénézech,2,2,4
transports,Cachet,2,2,4
chauffeur,Caillat,2,2,4
chauffeur,Chaulet,2,2,4
chauffeur,Charpentier,2,2,4
ports,Gonidec,2,2,4
ports,Godart,2,2,4
transports,Butin,2,2,4
préférence,Sévère,2,2,4
jonction,Laurens,2,2,4
jonction,Lebrun,2,2,4
fret,Lémery,2,2,4
fret,Lucien,2,2,4
fret,Loup,2,2,4
fret,Malaspina,2,2,4
fret,Mairat,2,2,4
transports,Carrier,2,2,4
jonction,Krantz,2,2,4
ports,Grosdidier,2,2,4
préférence,Roch,2,2,4
préférence,Rotours,2,2,4
préférence,Rondeleux,2,2,4
préférence,Rollin,2,2,4
fret,Mauger,2,2,4
fret,Massé,2,2,4
fret,Marin,2,2,4
transports,Brincard,2,2,4
transports,Brun,2,2,4
préférence,Rouger,2,2,4
préférence,Ruau,2,2,4
préférence,Rozet,2,2,4
préférence,Rouzic,2,2,4
préférence,Saint-Pierre,2,2,4
préférence,Régis,2,2,4
jonction,Lagrosillière,2,2,4
préférence,Schmidt,2,2,4
fret,Mas,2,2,4
fret,Mercier,2,2,4
fret,Mention,2,2,4
fret,Mignot-Bozérian,2,2,4
fret,Meunier-Surcouf,2,2,4
fret,Mistral,2,2,4
préférence,Rousset,2,2,4
préférence,Ruellan,2,2,4
jonction,Laffont,2,2,4
jonction,Lafarge,2,2,4
jonction,Lacretelle,2,2,4
jonction,Lairolle,2,2,4
jonction,Laroche-Joubert,2,2,4
chauffeur,Denis,2,2,4
chauffeur,Durant,2,2,4
chauffeur,Eugène,2,2,4
transports,Briquet,2,2,4
ports,Guichard,2,2,4
ports,Gueydon,2,2,4
ports,Guillot,2,2,4
jonction,Houbé,2,2,4
ports,Grodet,2,2,4
chauffeur,Germain,2,2,4
chauffeur,Georges,2,2,4
transports,Braud,2,2,4
transports,Braibant,2,2,4
ports,Groussau,2,2,4
jonction,Desplas,2,2,4
jonction,Doizy,2,2,4
jonction,Drumont,2,2,4
fret,Saget,2,2,4
jonction,Dumas,2,2,4
jonction,Ducos,2,2,4
transports,Antonin,2,2,4
transports,Auber,2,2,4
préférence,Raiberti,2,2,4
transports,Ballue,2,2,4
transports,Bail-Maignan,2,2,4
transports,Barillet,2,2,4
transports,Baudouin-Bugnet,2,2,4
transports,Baudouin,2,2,4
ports,Jauréguiberry,2,2,4
ports,Juigné,2,2,4
ports,Jugy,2,2,4
transports,Aussoleil,2,2,4
préférence,Merlin,2,2,4
fret,Renard,2,2,4
fret,Reboul,2,2,4
fret,Raynal,2,2,4
fret,Richard,2,2,4
fret,Reynaud,2,2,4
chauffeur,Melun,2,2,4
jonction,Franchi,2,2,4
jonction,Deyris,2,2,4
jonction,Gaffier,2,2,4
jonction,Failliot,2,2,4
jonction,Fabre,2,2,4
jonction,Firmin,2,2,4
ports,Jacquey,2,2,4
jonction,Desfarges,2,2,4
jonction,Derveloy,2,2,4
jonction,Dindeau,2,2,4
jonction,Galli,2,2,4
ports,Lacombe,2,2,4
chemin de fer,Amat,2,2,4
chauffeur,Voilin,2,2,4
chemin de fer,Abbatucci,2,2,4
chemin de fer,Abrami,2,2,4
transports,Arenberg,2,2,4
ports,Labussière,2,2,4
compagnie,Acres,2,2,4
ports,Judet,2,2,4
préférence,Mayéras,2,2,4
préférence,Maurice-Faure,2,2,4
jonction,Driant,2,2,4
jonction,Dreyfus,2,2,4
ports,Just,2,2,4
ports,Kergorlay,2,2,4
fret,Sage,2,2,4
fret,Ruau,2,2,4
préférence,Maruéjouls,2,2,4
ports,Jouvencel,2,2,4
ports,Jousselin,2,2,4
chauffeur,Paul,2,2,4
chauffeur,Pomereu,2,2,4
chauffeur,Raoul,2,2,4
chauffeur,Rochefort,2,2,4
chauffeur,Robinet,2,2,4
transports,Bastid,2,2,4
ports,Kempf,2,2,4
transports,Bartissol,2,2,4
ports,Labadié,2,2,4
ports,Laffont,2,2,4
ports,Lacroix,2,2,4
jonction,Dauzon,2,2,4
jonction,Daudet,2,2,4
fret,Sempé,2,2,4
fret,Soulier,2,2,4
fret,Simyan,2,2,4
transports,Baréty,2,2,4
compagnie,Astima,2,2,4
compagnie,Ange,2,2,4
compagnie,Antony,2,2,4
préférence,Piou,2,2,4
préférence,Pouzin,2,2,4
fret,Perrier,2,2,4
fret,Pins,2,2,4
fret,Pomereu,2,2,4
préférence,Merveilleux,2,2,4
jonction,Fournol,2,2,4
jonction,Fournière,2,2,4
jonction,Fouquet,2,2,4
transports,Bazin,2,2,4
préférence,Pasqual,2,2,4
préférence,Perrier,2,2,4
préférence,Peytral,2,2,4
préférence,Peyret,2,2,4
jonction,Flayelle,2,2,4
chauffeur,Méquillet,2,2,4
transports,Bizarelli,2,2,4
transports,Boissard,2,2,4
transports,Bodan,2,2,4
transports,Blandin,2,2,4
transports,Bonnet,2,2,4
transports,Bories,2,2,4
préférence,Pouzet,2,2,4
préférence,Poincaré,2,2,4
préférence,Provost,2,2,4
préférence,Péret,2,2,4
préférence,Pugliesi-Conti,2,2,4
fret,Noblemaire,2,2,4
fret,Oberkirch,2,2,4
fret,Parfait,2,2,4
jonction,Godefroy,2,2,4
préférence,Poisson,2,2,4
préférence,Pourquery,2,2,4
préférence,Mérillon,2,2,4
préférence,Nail,2,2,4
préférence,Nadi,2,2,4
préférence,Métin,2,2,4
préférence,Outrey,2,2,4
fret,Pouët,2,2,4
chauffeur,Saint-Germain,2,2,4
chauffeur,Taurines,2,2,4
préférence,Pin,2,2,4
fret,Ringuier,2,2,4
préférence,Millerand,2,2,4
préférence,Montaut,2,2,4
préférence,Mistral,2,2,4
préférence,Monti,2,2,4
préférence,Montfort,2,2,4
préférence,Myre,2,2,4
préférence,Meunier,2,2,4
fret,Rioust,2,2,4
préférence,Pierre-Alype,2,2,4
préférence,Pierangeli,2,2,4
fret,Pichery,2,2,4
compagnie,Alban,2,2,4
compagnie,Alcide,2,2,4
compagnie,Amant,2,2,4
train,Péronnet,2,2,4
fret,Péret,2,2,4
fret,Péri,2,2,4
fret,Ramel,2,2,4
préférence,Patureau-Mirand,2,2,4
jonction,Forgeot,2,2,4
jonction,Fleury-Ravarin,2,2,4
jonction,Fleury,2,2,4
fret,Pourquery,2,2,4
fret,Proust,2,2,4
fret,Prince,2,2,4
fret,Preÿ,2,2,4
fret,Péchadre,2,2,4
péage,Laroche,2,2,4
jonction,Pelisse,2,2,4
jonction,Pichon,2,2,4
péage,Habert,2,2,4
fret,Frédéric,2,2,4
fret,Gavini,2,2,4
fret,Gasparin,2,2,4
fret,George,2,2,4
préférence,Talon,2,2,4
péage,Hérault,2,2,4
péage,Humbert,2,2,4
péage,Féron,2,2,4
péage,François,2,2,4
péage,Gauthier,2,2,4
péage,Gaffier,2,2,4
péage,Germain,2,2,4
péage,Groussier,2,2,4
fret,Girault,2,2,4
fret,Fiori,2,2,4
fret,Fougère,2,2,4
fret,Fringant,2,2,4
fret,Frey,2,2,4
compagnie,Berton,2,2,4
jonction,Picard,2,2,4
transports,Conrad,2,2,4
transports,Cot,2,2,4
péage,Laurent,2,2,4
charge,Trannin,2,2,4
charge,Trélat,2,2,4
jonction,Philipon,2,2,4
jonction,Peytral,2,2,4
péage,Joseph,2,2,4
péage,Lacroix,2,2,4
péage,Lacombe,2,2,4
péage,Lefèvre,2,2,4
transports,Crespel,2,2,4
charge,Vallon,2,2,4
charge,Vallette-Viallard,2,2,4
charge,Vidalin,2,2,4
transports,Colrat,2,2,4
transports,Cordelle,2,2,4
ports,Fiori,2,2,4
jonction,Pierangeli,2,2,4
jonction,Nicolas,2,2,4
péage,Gras,2,2,4
jonction,Paillerets,2,2,4
jonction,Pacaud,2,2,4
jonction,Pasquier,2,2,4
jonction,Pasqual,2,2,4
ports,Ferroul,2,2,4
jonction,Méritan,2,2,4
ports,Francis,2,2,4
chauffeur,About,2,2,4
jonction,Noulens,2,2,4
péage,Hilaire,2,2,4
péage,Ernest,2,2,4
train,Pinard,2,2,4
train,Poitou-Duplessy,2,2,4
train,Plazanet,2,2,4
compagnie,Becays,2,2,4
compagnie,Berge,2,2,4
péage,Ferdinand,2,2,4
ports,Fleurent,2,2,4
ports,Flourens,2,2,4
ports,Fould,2,2,4
jonction,Motte,2,2,4
jonction,Mulac,2,2,4
jonction,Mourier,2,2,4
fret,Gérard,2,2,4
fret,Guy,2,2,4
fret,Gustave,2,2,4
ports,Ferrière,2,2,4
péage,Fleury-Ravarin,2,2,4
jonction,Prax-Paris,2,2,4
jonction,Prat,2,2,4
jonction,Prache,2,2,4
jonction,Ponsot,2,2,4
transports,Damour,2,2,4
transports,Datas,2,2,4
transports,Darlan,2,2,4
transports,Dautresme,2,2,4
fret,Ferrero,2,2,4
charge,Syveton,2,2,4
charge,Tailliandier,2,2,4
jonction,Renault-Morlière,2,2,4
péage,Millerand,2,2,4
péage,Michel,2,2,4
péage,Morel,2,2,4
péage,Nicolas,2,2,4
péage,Picard,2,2,4
transports,Daumas,2,2,4
péage,Selle,2,2,4
péage,Salis,2,2,4
péage,Saint-Pierre,2,2,4
péage,Sion,2,2,4
péage,Sigismond,2,2,4
péage,Sulpice,2,2,4
compagnie,Blériot,2,2,4
compagnie,Bonaparte,2,2,4
jonction,Prevet,2,2,4
compagnie,Bontoux,2,2,4
compagnie,Bontemps,2,2,4
compagnie,Bonnel,2,2,4
fret,Doumer,2,2,4
fret,Dumont,2,2,4
jonction,Rieunier,2,2,4
jonction,Poittevin,2,2,4
jonction,Plissonnier,2,2,4
compagnie,Bonvalot,2,2,4
charge,Trubert,2,2,4
charge,Ursleur,2,2,4
charge,Thoumyre,2,2,4
charge,Thibout,2,2,4
charge,Théron,2,2,4
charge,Tisserand,2,2,4
transports,Cyprien,2,2,4
compagnie,Bessonneau,2,2,4
péage,Philippe,2,2,4
compagnie,Besse,2,2,4
compagnie,Blacas,2,2,4
compagnie,Bischoffsheim,2,2,4
fret,Franklin-Bouillon,2,2,4
péage,Lockroy,2,2,4
péage,Leydet,2,2,4
jonction,Pédoya,2,2,4
jonction,Péronne,2,2,4
compagnie,Besson,2,2,4
fret,Devèze,2,2,4
fret,Denis,2,2,4
péage,Malizard,2,2,4
péage,Messimy,2,2,4
péage,Masson,2,2,4
fret,Durand,2,2,4
fret,Dupuy,2,2,4
fret,Escoffier,2,2,4
péage,Lombard,2,2,4
fret,Even,2,2,4
transports,Cruppi,2,2,4
ports,Evain,2,2,4
ports,Fairé,2,2,4
ports,Fauconnerie,2,2,4
jonction,Peureux,2,2,4
jonction,Petitjean,2,2,4
péage,Fleury,2,2,4
péage,Flandin,2,2,4
fret,Engerand,2,2,4
transports,Cazals,2,2,4
transports,Chailley,2,2,4
transports,Chauvière,2,2,4
transports,Chauvin,2,2,4
transports,Chaussier,2,2,4
jonction,Malavialle,2,2,4
jonction,Lebey,2,2,4
jonction,Lazare,2,2,4
chauffeur,Arras,2,2,4
préférence,Voilin,2,2,4
préférence,Viviani,2,2,4
jonction,Magne,2,2,4
jonction,Lévy,2,2,4
transports,Cassagnac,2,2,4
transports,Casimir-Perier,2,2,4
transports,Cautru,2,2,4
compagnie,Barrès,2,2,4
préférence,Viger,2,2,4
fret,Lechevallier,2,2,4
péage,Albert,2,2,4
fret,Laur,2,2,4
compagnie,Berniolle,2,2,4
compagnie,Bassetière,2,2,4
compagnie,Baud,2,2,4
compagnie,Battle,2,2,4
compagnie,Batiot,2,2,4
fret,Lauraine,2,2,4
compagnie,Bazin,2,2,4
jonction,Mas,2,2,4
jonction,Maurice-Faure,2,2,4
ports,Gambetta,2,2,4
ports,Gaulier,2,2,4
péage,Adolphe,2,2,4
préférence,Xavier,2,2,4
fret,Largentaye,2,2,4
compagnie,Batie,2,2,4
ports,Glotin,2,2,4
ports,Girou,2,2,4
ports,Girardin,2,2,4
préférence,Thomson,2,2,4
préférence,Tissier,2,2,4
préférence,Trarieux,2,2,4
préférence,Vallat,2,2,4
préférence,Valette,2,2,4
compagnie,Audiffret-Pasquier,2,2,4
jonction,Lerolle,2,2,4
jonction,Leredu,2,2,4
fret,Mare,2,2,4
fret,Mando,2,2,4
préférence,Sibille,2,2,4
préférence,Soubeyran,2,2,4
préférence,Terrier,2,2,4
préférence,Tardieu,2,2,4
préférence,Vaux,2,2,4
fret,Liais,2,2,4
fret,Leygues,2,2,4
fret,Leydet,2,2,4
fret,Loriot,2,2,4
fret,Lockroy,2,2,4
préférence,Villebois-Mareuil,2,2,4
ports,Gasparin,2,2,4
ports,Garnier,2,2,4
ports,Goblet,2,2,4
jonction,Lémery,2,2,4
fret,Lepez,2,2,4
compagnie,Barbier,2,2,4
compagnie,Barascud,2,2,4
compagnie,Bargy,2,2,4
jonction,Leroy-Beaulieu,2,2,4
ports,Gilbert,2,2,4
ports,Gheusi,2,2,4
ports,Gervaize,2,2,4
ports,Gellé,2,2,4
fret,Gras,2,2,4
péage,Bresson,2,2,4
péage,Cochery,2,2,4
péage,Clémentel,2,2,4
péage,Clair,2,2,4
péage,Clagny,2,2,4
péage,Cornet,2,2,4
péage,Colin,2,2,4
fret,Laurençon,2,2,4
jonction,Million,2,2,4
jonction,Montjou,2,2,4
jonction,Moigne,2,2,4
jonction,Mando,2,2,4
jonction,Mandel,2,2,4
jonction,Marty,2,2,4
jonction,Marietton,2,2,4
jonction,Mathé,2,2,4
péage,César,2,2,4
chauffeur,Aldy,2,2,4
chauffeur,Auffray,2,2,4
charge,Villejean,2,2,4
charge,Vogüé,2,2,4
fret,Gourin,2,2,4
fret,Gonnet,2,2,4
fret,Grodet,2,2,4
fret,Graux,2,2,4
péage,Dépasse,2,2,4
jonction,Nail,2,2,4
jonction,Nadi,2,2,4
jonction,Métin,2,2,4
péage,Couyba,2,2,4
fret,Honnorat,2,2,4
péage,Denys,2,2,4
péage,Dubief,2,2,4
péage,Doumer,2,2,4
péage,Deville,2,2,4
jonction,Naquet,2,2,4
péage,Argeliès,2,2,4
péage,Beaumont,2,2,4
péage,Bernard,2,2,4
péage,Berger,2,2,4
transports,Chaumeil,2,2,4
chauffeur,Bouisson,2,2,4
transports,Chevandier,2,2,4
transports,Chevalier,2,2,4
péage,Bourgeois,2,2,4
transports,Cloarec,2,2,4
transports,Clerc,2,2,4
charge,Ybarnégaray,2,2,4
compagnie,Bazire,2,2,4
fret,Lasserre,2,2,4
fret,Lebaudy,2,2,4
fret,Lavoinne,2,2,4
fret,Laville,2,2,4
transports,Cissey,2,2,4
péage,Brunet,2,2,4
péage,Brisson,2,2,4
péage,Brindeau,2,2,4
ports,Gadaud,2,2,4
jonction,Merlin,2,2,4
jonction,Mercier,2,2,4
jonction,Mention,2,2,4
péage,Belle,2,2,4
péage,Ajam,2,2,4
péage,Binder,2,2,4
fret,Judet,2,2,4
fret,Lalande,2,2,4
fret,Lafferre,2,2,4
péage,Bourrat,2,2,4
péage,Bourlier,2,2,4
charge,Werquin,2,2,4
ports,Frot,2,2,4
ports,Gagneur,2,2,4
péage,Bizarelli,2,2,4
ports,Nadi,2,2,4
ports,Mérillon,2,2,4
irrigation,Queuille,2,2,4
irrigation,Ruau,2,2,4
irrigation,Salis,2,2,4
irrigation,Saint-Martin,2,2,4
irrigation,Serre,2,2,4
irrigation,Say,2,2,4
fret,Sarraut,2,2,4
ports,Morillot,2,2,4
ports,Muller,2,2,4
transport,Trystram,2,2,4
ports,Mirman,2,2,4
ports,Montaigu,2,2,4
ports,Monicault,2,2,4
ports,Montéty,2,2,4
ports,Montjou,2,2,4
irrigation,Suisse,2,2,4
freycinet,Fourcand,2,2,4
freycinet,Fouquet,2,2,4
freycinet,Frey,2,2,4
freycinet,Fresneau,2,2,4
freycinet,Franck,2,2,4
commercial,Rolland,2,2,4
commercial,Rousseau,2,2,4
train,Salis,2,2,4
ports,Mun,2,2,4
train,Schneider,2,2,4
préférence,Dessein,2,2,4
freycinet,Faye,2,2,4
freycinet,Fauconnerie,2,2,4
ports,Moustier,2,2,4
ports,Mougeot,2,2,4
ports,Motte,2,2,4
ports,Munier,2,2,4
train,Selle,2,2,4
préférence,Deguise,2,2,4
préférence,Defos,2,2,4
préférence,Delpech,2,2,4
préférence,Delourme,2,2,4
préférence,Delcassé,2,2,4
préférence,Delattre,2,2,4
commercial,Ray,2,2,4
commercial,Renoult,2,2,4
ports,Montjau,2,2,4
commercial,Ribeyre,2,2,4
train,Spuller,2,2,4
train,Soulier,2,2,4
train,Sulpice,2,2,4
préférence,Decker-David,2,2,4
irrigation,Razimbaud,2,2,4
irrigation,Raynaud,2,2,4
irrigation,Robert,2,2,4
commercial,Renou,2,2,4
irrigation,Sadi,2,2,4
ports,Millaud,2,2,4
chemin de fer,Brincard,2,2,4
chemin de fer,Brialou,2,2,4
chemin de fer,Broussais,2,2,4
chemin de fer,Brogly,2,2,4
chemin de fer,Broglie,2,2,4
chemin de fer,Buisset,2,2,4
préférence,Cyr,2,2,4
transport,Tournier,2,2,4
transport,Trouillot,2,2,4
chemin de fer,Bénézech,2,2,4
chemin de fer,Cabart-Danneville,2,2,4
chemin de fer,Calla,2,2,4
chemin de fer,Calary,2,2,4
chemin de fer,Candace,2,2,4
ports,Narcisse,2,2,4
préférence,Dalbiez,2,2,4
chemin de fer,Buffet,2,2,4
jonction,Amédée,2,2,4
